coin,timestamp,price,volume
DAI,2022-05-19 07:00:00+00:00,1.0,500941.61979
DAI,2022-05-19 08:00:00+00:00,1.0,30471.22422
DAI,2022-05-19 09:00:00+00:00,1.001,66294.82695
DAI,2022-05-19 10:00:00+00:00,1.0,67930.45314
DAI,2022-05-19 11:00:00+00:00,1.0,54137.74487
DAI,2022-05-19 12:00:00+00:00,1.0,40720.03792
DAI,2022-05-19 13:00:00+00:00,1.001,75047.55602
DAI,2022-05-19 14:00:00+00:00,1.001,228600.53384
DAI,2022-05-19 15:00:00+00:00,0.999,1653537.85333
DAI,2022-05-19 16:00:00+00:00,0.999,83298.83876
DAI,2022-05-19 17:00:00+00:00,0.999,551842.98315
DAI,2022-05-19 18:00:00+00:00,0.9994,438197.8189
DAI,2022-05-19 19:00:00+00:00,0.9999,703552.72524
DAI,2022-05-19 20:00:00+00:00,1.0004,226561.36879
DAI,2022-05-19 21:00:00+00:00,1.0001,112886.94469
DAI,2022-05-19 22:00:00+00:00,1.0,35988.29271
DAI,2022-05-19 23:00:00+00:00,1.0,26529.22691
DAI,2022-05-20 00:00:00+00:00,1.0,79013.67347
DAI,2022-05-20 01:00:00+00:00,1.0,24794.71889
DAI,2022-05-20 02:00:00+00:00,1.0001,104451.38748
DAI,2022-05-20 03:00:00+00:00,1.0001,84546.57951
DAI,2022-05-20 04:00:00+00:00,1.0001,22397.00946
DAI,2022-05-20 05:00:00+00:00,1.0,44536.87443
DAI,2022-05-20 06:00:00+00:00,1.0001,32378.887
DAI,2022-05-20 07:00:00+00:00,1.0001,19074.12427
DAI,2022-05-20 08:00:00+00:00,1.0,22775.23712
DAI,2022-05-20 09:00:00+00:00,1.0,14120.89161
DAI,2022-05-20 10:00:00+00:00,1.0,176127.53649
DAI,2022-05-20 11:00:00+00:00,1.0001,126488.38086
DAI,2022-05-20 12:00:00+00:00,0.9997,1540831.83942
DAI,2022-05-20 13:00:00+00:00,0.9997,78243.97694
DAI,2022-05-20 14:00:00+00:00,0.9998,45910.81146
